user_location,text,category
"CCG","Inaasahang aabot sa 11 hanggang 19 bagyo ang mabubuo o papasok sa Philippine Area of Responsibility (PAR) mula Hunyo hanggang Nobyembre ngayong taon, ayon sa PAGASA. https://t.co/PYHQuWFEKT","Storms, Typhoons, and Wind Events"
"Republic of the Philippines","@maraiahqa_ @BINI_ph Wag kang mag alala bagyo pa darating jan hanggang kainin ng hangin ang bahay mo","Storms, Typhoons, and Wind Events"
"","Bagyo sa labas ng bansa lumakas pa, isa ng tropical storm ayon sa PAGASA https://t.co/heE4oCc8nv | @IRcalbayog247 @donadominguez","Storms, Typhoons, and Wind Events"
"","Patuloy na palalakasin ng nasabing bagyo ang #Habagat na magdadala ng pag-ulan sa kanlurang bahagi ng bansa kabilang na ang Metro Manila. [2/3]","Storms, Typhoons, and Wind Events"
"","OA ng ulan bagyo level! Saan galing to tirik na tirik araw kanina 😱","Storms, Typhoons, and Wind Events"
"","Tapos may bagyo pa na nagpalala ng lahat. Talk about disasters on crack. 🙃","Storms, Typhoons, and Wind Events"
"","@lorc_arc Sinuong ang bagyo at baha makita lang sila at kinabukasan fancon, hanggang ngayun nag aabang pa rin kami na ma post ito, sumama na rin ata sa bagyo na matunaw Hahaha","Storms, Typhoons, and Wind Events"
"","@lorc_arc Sinuong ang bagyo at baha makita lang sila at kinabukasan fancon, hanggang ngayun nag aabang pa rin kami na ma post ito, sumama na rin ata sa bagyo na matunaw Hahaha","Flooding and Extreme Precipitation"
"","jgh.. parang may bagyo kanina, andaming puno ang natumba at nakakalat sa kalsada","Storms, Typhoons, and Wind Events"
"Dasmariñas, Cavite","@jstnbdy_a ga loading pa mahina wifi may bagyo wait lang PERTHSANTA WITH DR ALLY #DRallyGrandopeningxPerthSantaxDomiia","Storms, Typhoons, and Wind Events"
"","may bagyo ba o habagat lang ito?🥲","Storms, Typhoons, and Wind Events"
"Cagayan De Oro City","Oi impakta nung nagpunta kami sa baguio may bagyo din nun never nawalan ng kuryente sa bahay na nirent namin FYI lang ha madaming alternarte routes papuntang baguio Kenon Road lang ang sinara noon sige Ituloy mo ang kabobohan mo https://t.co/po2ki5h39w","Storms, Typhoons, and Wind Events"
"","@iwonchue #seated ☺️☺️☺️ pero katakot nmn yung bagyo teh…..","Storms, Typhoons, and Wind Events"
"General Santos City","GAGU ANG LAKAS NUNG DUMAANG HANGIN AT ULAN HUHU PARANG SIGNAL NO. 5 NA BAGYO 😭","Storms, Typhoons, and Wind Events"
"","Maulan din ba sa inyo? Bakit yung ulan dito sa Bulacan walang katapusan? May low bagyo ba? Wala akong salita sa mga nangyayari sa bansa natin kaka-DustBia ko😭","Storms, Typhoons, and Wind Events"
"Davao City, Davao Region","Hoy Meralco at PLDT ulan lang naka ilang patay sindi ng kuryente at nawala internet at dial tone?! Paano na kung may bagyo?! 🙄 Naninira kayo ng appliances!","Storms, Typhoons, and Wind Events"
"","@rietaalexander3 @EatBulaga Thank you mhie. Wala na ang bagyo pero malakas ang hangin","Storms, Typhoons, and Wind Events"
"","teeehhh grabe najud imong kahangin tehhh dmd bagyo nani padung","Storms, Typhoons, and Wind Events"
"","bagyo na ata to or if ever na meron man","Storms, Typhoons, and Wind Events"
"Iloilo City, Western Visayas","@Enzo_positivo Para pag nag onsite kahit may bagyo, keri lang ahahaha","Storms, Typhoons, and Wind Events"
"","RT @itsceev: Alam kong tumutulong si Mika tuwing bagyo at may iba pang charitable deeds pero now ko nalaman na may mga scholars pala sya. T…","Storms, Typhoons, and Wind Events"
"Purok Sais ng Brgy. Magiliw","Commander Encina: Itong mga DRG, all through the season ng tag-ulan... na-identify na ang ""hot zones"". Mayroon tayong forward deployment. Bago pa dumating ang bagyo, nagde-deploy na tayo ng DRG sa lugar.","Storms, Typhoons, and Wind Events"
"Cebu, Philippines","HSHSHAHAHAHAHAHAHA dinaanan ng bagyo literal https://t.co/rhpHhZe1NG","Storms, Typhoons, and Wind Events"
"","traffic tapos kapag nakasakay na sa motor wala namang katapusang stop light tapos timing pa ng stop kapag nasa harap ko na pagdating ang unang pumasok sa isip *nalipat ba yung sched sa ibang araw? may bagyo ba ngayon?* ako pa lang pala yung tao sa venue tsaka sumunod iba 😭🤣","Storms, Typhoons, and Wind Events"
"Lungsod ng Iloilo, Rehiyon ng","parang may pinag hahandaang bagyo HAHAHAHAHAHH","Storms, Typhoons, and Wind Events"
"Cagayan De Oro City, Northern","@SB_Senyora19 ang init siguro dun... samantalang dito samen bagyo na... aw buong araw na malakas na ulan lang pala... aha ha ha","Storms, Typhoons, and Wind Events"
"","@PhilNews24 nakakabilib lang ang dswd laging silang handa pag dating ng mga bagyo at sa mga sunog na nangyayari","Storms, Typhoons, and Wind Events"
"","@PhilNews24 rainy season na talaga at madalas na ang pag pasok ng mga bagyo ngayun","Storms, Typhoons, and Wind Events"
"Baltimore, MD","Wala nang binabantayan na bagyo o low pressure area (LPA) ang #PAGASA sa loob at labas ng Philippine area of responsibility (PAR). Gayunpaman, makararanas pa rin ng mga pag-ulan sa Mindanao at Eastern Visayas dahil sa inter-tropocal convergence zone (ITCZ). 1/2 https://t.co/JPCNwe45dU","Storms, Typhoons, and Wind Events"
"","RT @sciencekonek: Matapos ang ilang ""muntik na"" ay tuluyan nang nagamit ang unang pangalan ng bagyo sa lokal na listahan ng PAGASA. Ngayo…","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","Matapos ang ilang ""muntik na"" ay tuluyan nang nagamit ang unang pangalan ng bagyo sa lokal na listahan ng PAGASA. Ngayong gabi ay naging ganap na bagyo ang binabantayang Low Pressure Area (LPA) malapit sa Extreme Northern Luzon at pinangalanang #AuringPH. Narito naman ang https://t.co/NdGK1l0YXe","Storms, Typhoons, and Wind Events"
"karnal, India","Low pressure area sa bahagi ng Northern Luzon, isa nang ganap na bagyo at tinawag na Bagyong Auring #SuperBalitaSaGabi","Storms, Typhoons, and Wind Events"
"","@ikissmorning LPA sa Northern Luzon, malaki ang tyansa na maging bagyo sa loob ng 24 oras — PAGASA #TomorrowsNewsTonight","Storms, Typhoons, and Wind Events"
"Hyderabad, India","RT @aybaaanx: LPA X HABAGAT Patuloy na nagpapaulan ang #Habagat sa malaking bahagi ng #Luzon na pinalalakas ng #LowPressureArea sa may ban…","Storms, Typhoons, and Wind Events"
"","LPA sa hilagang Luzon, mataas ang tyansa na maging unang bagyo sa bansa ngayong taon #Balansyado","Storms, Typhoons, and Wind Events"
"","LPA sa Northern Luzon, lumaki ang tiyansa na maging bagyo #Breaktime","Storms, Typhoons, and Wind Events"
"karachi","LPA X HABAGAT Patuloy na nagpapaulan ang #Habagat sa malaking bahagi ng #Luzon na pinalalakas ng #LowPressureArea sa may bandang Taiwan na nasa loob ng PAR. Posibleng maging bagyo ang LPA at tatawaging #AuringPH. #WeatherAlert #94W https://t.co/z4BNYPddiL","Storms, Typhoons, and Wind Events"
"Jaipur, India","Patuloy na binabantayan ng PAGASA ang low pressure area (LPA) sa may Northern Luzon. Tumaas ang tsansa niyan na maging bagyo. PANOORIN ang ulat: https://t.co/Pceh7QgDBq","Storms, Typhoons, and Wind Events"
"India","@ReyTSibayan @ikissmorning LPA sa silangang luzon bantay-sarado ng PAGASA, may ‘medium chance’ na maging bagyo #TomorrowsNewsTonight","Storms, Typhoons, and Wind Events"
"Patriot House, ITO, Delhi-2","RT @sciencekonek: 𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng C…","Storms, Typhoons, and Wind Events"
"India","𝗕𝗔𝗚𝗢𝗡𝗚 𝗟𝗣𝗔 𝗦𝗔 𝗦𝗜𝗟𝗔𝗡𝗚𝗔𝗡 𝗡𝗚 𝗟𝗨𝗭𝗢𝗡, 𝗣𝗢𝗦𝗜𝗕𝗟𝗘𝗡𝗚 𝗠𝗔𝗚𝗜𝗡𝗚 𝗕𝗔𝗚𝗬𝗢 Ang panibagong nabuong Low Pressure Area (#LPA) sa silangan ng Central Luzon ay posibleng maging bagyo habang kumikilos pahilaga. Ganunpaman, mas #habagat ang patuloy na https://t.co/kJZVdog9P3","Storms, Typhoons, and Wind Events"
"New Delhi, India","RT @arielrojasPH: Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong…","Storms, Typhoons, and Wind Events"
"India","Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong araw dahil sa Habagat. Uulan naman sa tanghali sa Panay at sa hapon at gabi sa Eastern Visayas at eastern Mindanao. ⛈️ JABYU☔️ https://t.co/bBmbqt2cHp","Storms, Typhoons, and Wind Events"
"@ Earth","BAGYO X HABAGAT Bagyo sa West Philippine Sea sa labas ng PAR pinalalakas ang SW monsoon (Habagat) na magdadala ng ulan sa western section ng Luzon. #WeatherAlert #StormAlert #Invest92W #92W https://t.co/fFClX2RiKc","Storms, Typhoons, and Wind Events"
"Hyderabad","Binabantayang Low Pressure Area sa kanluran ng Hilagang Luzon o sa labas ng PAR, isa nang bagyo!","Storms, Typhoons, and Wind Events"
"New Delhi, India","RT @arielrojasPH: Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpa…","Storms, Typhoons, and Wind Events"
"","Weather Forecast for June 10, 2025, Tuesday Posibleng maging bagyo na ang LPA sa West Philippine Sea na patuloy na magpapalakas sa Habagat. Maulan sa Central at Southern Luzon at Panay. ⛈️⛈️⛈️ JABYU☔️ at ingat sa baha at landslides. https://t.co/gqZWlLPjsk","Storms, Typhoons, and Wind Events"
"sa heart ni aiah","Malalakas na pag-ulan, asahan sa ilang bahagi ng Luzon dahil sa pinalakas na LPA at habagat —PAGASA https://t.co/1rKGXQGG3A","Storms, Typhoons, and Wind Events"
"","Binabantayang Low Pressure Area sa kanluran ng Hilagang Luzon, inaasahang magiging bagyo ngayong linggo at tatawaging bagyong #AuringPH; Hanging habagat, umiiral sa nalalabing lugar sa Katimugang Luzon, Visayas at Mindanao, ayon sa @dost_pagasa","Storms, Typhoons, and Wind Events"
"Taiwan","RT @weatherphilipp1: WARNING(June 8,Sunday 6:27PM):Merong possibilidad na magtaas ng Wind Signal sa Metro Manila at malaking bahagi ng Luzo…","Storms, Typhoons, and Wind Events"
"Republic of the Philippines","Jara ka alimuot plus way aircon sa apartment 😭","Extreme Heat / Heatwaves"
"CHRESTINAAAAA","Ka alimuot jud diris Kab uy","Extreme Heat / Heatwaves"
"","RT @ctrlbreaker: Alimuot lagi https://t.co/upfSu7uvni","Extreme Heat / Heatwaves"
"Clark, Pampanga","im pink but idk, the current administration is starting to grow on me pero tangina bat maalinsangan sa pilipinas??? 😡","Extreme Heat / Heatwaves"
"","Ang alinsangan jusko","Extreme Heat / Heatwaves"
"63","Napaka alinsangan na nga ng gabi, wala pang kuryente. 😫 Mamalantsa pa ako ng damit.🫠","Extreme Heat / Heatwaves"
"","@arielrojasPH Sobra nga po ng alinsangan…magiging mainiit po ba next week?😜😜😜","Extreme Heat / Heatwaves"
"under a rock • he/him • 21","@winterluvrs TOTOO TAS ANG ALINSANGAN PA","Extreme Heat / Heatwaves"
"","ang alinsangan ng weather sa cavite. lmk kung gan'to rin sainyo.","Extreme Heat / Heatwaves"
"Quezon City, Philippines","TINGNAN | Sa kabila ng patuloy na nararnasang pag ambon dito sa Manila North Cemetery, partikular dito sa Mausoléo de los Veterános de la Revolucion, ay patuloy pa rin ang ginagawang pag hahanda ng lokal na pamahalaan ng Maynila. | @lorenztanjoco #RP1News #RadyoPilipinas https://t.co/ShYt7bURfy","Flooding and Extreme Precipitation"
"","isinama ko dalawang kapatid ko na nagbakasyon sa Manila that time, tapos 'yong weather nun is ambon ambon pa lang. not until pagpatak ng 6pm, medyo lumakas na siya. so inaya ko na silang umuwi kasi baka mahirapan kami lumabas sa sobrang dami ng tao.","Flooding and Extreme Precipitation"
"","Nagpaparamdam nanaman ambon dito. Naiyak nanaman ulit si Mayon. SB19 LIVE IN BICOL @SB19Official #SB19 #BicolGoesLocoWithSB19","Flooding and Extreme Precipitation"
"switzerland","DIBA. kala ko nga babagyo. gulat ako ambon ambon lang si accla next day. SB19 LIVE IN BICOL @SB19Official #SB19 #BicolGoesLocoWithSB19 https://t.co/yaGpQgPM34","Flooding and Extreme Precipitation"
"06 | her/she","sabi na eh kahit onting ambon lang yun 🤏","Flooding and Extreme Precipitation"
"Namek","natigil agad ung ambon weather😔","Flooding and Extreme Precipitation"
"Albuera, Eastern Visayas","@foreversisiw21 @EdenPelaez24 TANGA! KAHIT TRILION YAN WALANG MAKAKAPIGIL SA BAHA. YUBG 51B AY FLOOD CONTROL PROJECTS HINDI FLOOD PREVENTION. KUNG DATI AABUTIN NG ILANG ARAW BAGO HUMUOA ANG BAHA SA DAVAO, NGAYON PAGTILA NG ULAN WALA NA RIN ANG BAHA... GANYAN ANG FLOOD CONTR WAG BOBO!","Flooding and Extreme Precipitation"
"","I H8 MANILA AIR TALAGA. ANG DAMI KO NA NAMANG BUMPS SA MUKHA TAPOS LAPOT NA LAPOT NA NAMAN LAGI PARANG YUNG MUKHA KO ARAW-ARAW DUMADAAN SA PAGSUBOK OO YUNG MUKHA KO TALAGA KAINIS nakakadown to ah wth kase ang life decisions eh","Air Pollution and Emissions"
"Republic of the Philippines","Villamil: Starting yesterday, nagsimula ang malalakas na pag-ulan na dulot ng ITCZ [sa Mindanao at Eastern Visayas]. Inaasahan natin na ganito muli ang panahon ngayong araw over Mindanao and Eastern Visayas, pero starting tomorrow, mababawasan na ang mga pag-ulang ito.","Flooding and Extreme Precipitation"
"02 / psych major Ψ
 ⌜ jakehoon","gusto ko mag pa tan pero kakaiba naman 'tong araw sa metro manila 😭 beach tan sana huhu","Extreme Heat / Heatwaves"
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.","Extreme Heat / Heatwaves"
"Manila, Philippines","@dost_pagasa Badrina: Easterlies naman ang magdadala ng maulap na kalangitan na may mga pag-ulan sa Batanes at Cagayan province. Sa Metro Manila at nalalabing bahagi ng bansa, asahan ang medyo mainit na panahon ngayong araw bagaman posible pa rin ang thunderstorms sa hapon hanggang gabi.","Flooding and Extreme Precipitation"
"P.A.R.","Weather Forecast for June 13, 2025, Friday Posibleng makalabas na ng PAR ang LPA ngayong gabi. Magiging maaraw at mainit na sa malaking bahagi ng bansa pero maulan sa hapon at gabi sa Mindanao. JABYU☔️ https://t.co/EUAhvSws3R","Extreme Heat / Heatwaves"
"P.A.R.","Weather Forecast for June 13, 2025, Friday Posibleng makalabas na ng PAR ang LPA ngayong gabi. Magiging maaraw at mainit na sa malaking bahagi ng bansa pero maulan sa hapon at gabi sa Mindanao. JABYU☔️ https://t.co/EUAhvSws3R","Flooding and Extreme Precipitation"
"Philippines","RT @weatherphilipp1: GOOD NEWS(June 12,Thurs.5:23PM):Bukas (Friday) possible ang generally improved weather sa Metro Manila at ilang parte…","Flooding and Extreme Precipitation"
"🇵🇭","RT @sciencekonek: 𝗦𝗜𝗚𝗡𝗜𝗙𝗜𝗖𝗔𝗡𝗧 𝗥𝗔𝗜𝗡𝗙𝗔𝗟𝗟 𝗧𝗛𝗥𝗘𝗔𝗧 𝗧𝗢𝗗𝗔𝗬⚠️ For 12 June 2025 (Thursday) May banta ng malalakas na pag-ulan sa ilang bahagi ng L…","Flooding and Extreme Precipitation"
"","GOOD NEWS(June 12,Thurs.5:23PM):Bukas (Friday) possible ang generally improved weather sa Metro Manila at ilang parte ng West Sections ng Luzon, possible mas magpakita na ang araw dahil sa possibleng pag hina ng #Habagat .Sa parts ng extereme northern luzon possible maulan. https://t.co/oQBsKLS3vu","Flooding and Extreme Precipitation"
"Philippines","Isinailalim sa yellow rainfall warning ang ilang bahagi ng Central Luzon ngayong araw ng Huwebes. PANOORIN: https://t.co/6CHxOhkrbH","Flooding and Extreme Precipitation"
"Manila, Philippines","𝗦𝗜𝗚𝗡𝗜𝗙𝗜𝗖𝗔𝗡𝗧 𝗥𝗔𝗜𝗡𝗙𝗔𝗟𝗟 𝗧𝗛𝗥𝗘𝗔𝗧 𝗧𝗢𝗗𝗔𝗬⚠️ For 12 June 2025 (Thursday) May banta ng malalakas na pag-ulan sa ilang bahagi ng Luzon dulot ng #habagat ngayong Araw ng #Kalayaan2025, ayon sa pinakahuling abiso ng PAGASA. 🟡 𝗞𝗔𝗧𝗔𝗠𝗧𝗔𝗠𝗔𝗡 https://t.co/D6utnnhZD2","Flooding and Extreme Precipitation"
"Intramuros","RT @arielrojasPH: Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong…","Flooding and Extreme Precipitation"
"Quezon City, Philippines","WEATHER UPDATE | Malalakas na pag-ulan bunsod ng Southwest Monsoon, asahan ngayong araw (June 11, 2025) sa mga lugar ng Zambales, Bataan, Occidental Mindoro (100-200 mm), Metro Manila, Pangasinan, Cavite, Batangas, Palawan, Camarines Sur, Catanduanes, Albay, Sorsogon, Antique, https://t.co/R25sLwaEYo","Flooding and Extreme Precipitation"
"P.A.R.","Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong araw dahil sa Habagat. Uulan naman sa tanghali sa Panay at sa hapon at gabi sa Eastern Visayas at eastern Mindanao. ⛈️ JABYU☔️ https://t.co/bBmbqt2cHp","Flooding and Extreme Precipitation"
"P.A.R.","Weather Forecast for June 11, 2025, Wednesday Papalayo ang bagyo at walang epekto sa bansa. Maulan sa Luzon halos buong araw dahil sa Habagat. Uulan naman sa tanghali sa Panay at sa hapon at gabi sa Eastern Visayas at eastern Mindanao. ⛈️ JABYU☔️ https://t.co/bBmbqt2cHp","Storms, Typhoons, and Wind Events"
"peaks & valley of ong's chest","RT @sciencekonek: TIGNAN: Kumakapal at lumalawak na ang mga kaulapan ng #habagat (southwest monsoon) sa kanluran ng Luzon at Visayas na pos…","Flooding and Extreme Precipitation"
"Manila, Philippines","TIGNAN: Kumakapal at lumalawak na ang mga kaulapan ng #habagat (southwest monsoon) sa kanluran ng Luzon at Visayas na posibleng magdala ng mga malalakas na pag-ulan sa mga susunod na oras at araw. Karagdagang impormasyon: https://t.co/FGC7rpk1yK https://t.co/eRSV4euwK3","Flooding and Extreme Precipitation"
"Republic of the Philippines","Tinatayang 13,000 indibidwal ang naapektuhan ng habagat sa Region III (Central Luzon) at Region IX (Zamboanga Peninsula) matapos makaranas ng matinding pag-ulan at flashfloods dulot ng habagat nitong nakalipas na mga araw. https://t.co/kbg1QDZX3V","Flooding and Extreme Precipitation"
"","RT @weatherphilipp1: WARNING(June 8,Sunday 6:27PM):Merong possibilidad na magtaas ng Wind Signal sa Metro Manila at malaking bahagi ng Luzo…","Storms, Typhoons, and Wind Events"
"Quezon City, Philippines","WEATHER UPDATE | Ilang lugar sa Luzon, posibleng ulanin ngayong araw dahil sa LPA at Habagat. Sa inilabas na weather advisory ng PAGASA, kabilang sa posibleng makaranas ng pag-ulan ngayong araw ang Pangasinan, Zambales, Bataan, Cavite, Batangas, Occidental Mindoro, Palawan, at https://t.co/64kiNq2w9Y","Flooding and Extreme Precipitation"
"","@Jayjay_011297 Dito sa Cebu rin grabe ulan ilang araw na pero kahapon apaka init hahaha.","Flooding and Extreme Precipitation"
"","@Jayjay_011297 Dito sa Cebu rin grabe ulan ilang araw na pero kahapon apaka init hahaha.","Extreme Heat / Heatwaves"
"","Umabot sa mahigit 300 na indibidwal ang binawian ng buhay habang nasa 97,000 ektarya ng lupaing pang-agrikultura ang nasira dahil sa ashfall ng bulkan. [2/2]","Geological Events"
"","Kalami sa tindero sa tindahan. Hayop! Ngano man gud maghukas na bugnaw man unta ang panahon🙄","Cold Weather / Temperature Drops"
"","Lahi rjud sya sa normal na hangin ug sa bugnaw na hangin, impossible kaau tu ay kay naa kos gawas","Cold Weather / Temperature Drops"
"","Mao nang reason ngnong d kaau ko gsto ug bugnaw sakong palibot","Cold Weather / Temperature Drops"
"","argh, na trauma jd ko anang hangin na bugnaw ba. Kanang hangin na mo hug saimo tapos bugnaw kaau.","Cold Weather / Temperature Drops"
"Cagayan De Oro City, Northern","Bugnaw nga panahon. Lami magpa init. #cdo #alter","Cold Weather / Temperature Drops"
"Cagayan de oro","Ka bugnaw sa panahon. Gana kaa icuddle. 🥰 #altercdo #popperscdo #poppers","Cold Weather / Temperature Drops"
"","mia maligo ug springg lage kanang bugnaw kaayo","Cold Weather / Temperature Drops"
"","Ligo tag somewhere bugnaw haha https://t.co/IqMDCp72ti","Cold Weather / Temperature Drops"
"","@xitsmejohnx Bugnaw man kaha didto? G! Hahaha","Cold Weather / Temperature Drops"
"Northern Mindanao, Republic of","@Satoshi26340142 Ali balay ki bugnaw","Cold Weather / Temperature Drops"
"Cagayan De Oro City","manakit jd dyon akong tiil ug ting bugnaw or matutok sa hangin","Cold Weather / Temperature Drops"
"Davao City, Davao Region","Hays! Grabe ka bugnaw. Lami naay ka cuddle best if naay mainit na lawas. #tigang #alterdavao","Cold Weather / Temperature Drops"
"","kinsay taga dvo? tara bugnaw kaayo","Cold Weather / Temperature Drops"
"21 kms away from the City 🍃","maypag matug ug sayu sa mabugnaw nga kagabhion . .. #cebualter #altercebu https://t.co/da1mcIqLcZ","Cold Weather / Temperature Drops"
"stayville","so bored gaina nya bugnaw kaayong panahon das y i decided nga mag cook champorado AAAAA","Cold Weather / Temperature Drops"
"England, United Kingdom","Untag ingani ra ag weather nga permi bugnaw, sig ulan, cloudy, and cold breeze.","Cold Weather / Temperature Drops"
"","RT @Bytewolf1Quip: Tara na magpa init ta kay bugnaw ang panahon 💦 #AlterCebu #cebualter https://t.co/5SQXAqiEo2","Cold Weather / Temperature Drops"
"Davao City, Davao Region","murag lami mag iced white mocha sa mabugnaw nga panahon karon. 😋","Cold Weather / Temperature Drops"
"","Bugnaw na just","Cold Weather / Temperature Drops"
"Cagayan De Oro City","Bugnaw nga tempo","Cold Weather / Temperature Drops"
"","@whosp_btw Lami kaayu. Lasbi nag bugnaw ang panahon","Cold Weather / Temperature Drops"
"Republic of the Philippines","♥️ Sakto sa panahon na bugnaw. #AlterCebu #philippines2025 https://t.co/PZ6F3iZsm5","Cold Weather / Temperature Drops"
"Lapu-Lapu City, Central Visayas","@Zandyeah Ganahan ko kay bugnaw ang panahon. Pero lisod lang ilakaw lakaw haha","Cold Weather / Temperature Drops"
"Cagayan De Oro City, Northern","@angelasay31 Mas lami ang sa bugnaw hahaha","Cold Weather / Temperature Drops"
"","Pa bugnaw ta #smgensan","Cold Weather / Temperature Drops"
"Cagayan De Oro City, Northern","karon pajud free kay holiday😆 aha man ta? bugnaw panahon oh HAHAHA #altercdo","Cold Weather / Temperature Drops"
"Northern Mindanao, Republic of","In heat tawon! Panabangi. 🥵 Pastilan ning bugnaw nga panahon. #alteriligan #altercdo #alterpagadian #altercebu #alterbutuan #alterozamiz #alterbagets #alterphilippines https://t.co/JL07DMvm8X","Cold Weather / Temperature Drops"
"","RT @MikeGrandeee: Pa bugnaw ragud sa abreeza https://t.co/yA2ydQQ6Ej","Cold Weather / Temperature Drops"
"Shenzhen Sorting Center","ka bugnaw ba ani https://t.co/6dLSoN61bx","Cold Weather / Temperature Drops"
"","Lisud iginhawa if bugnaw ang panahon 😅","Cold Weather / Temperature Drops"
"","bugnaw ang panahon pero akong ulo init 😮‍💨","Cold Weather / Temperature Drops"
"Northern Mindanao, Republic of","Pagkalami sa bugnaw'ng hangin! Makamingaw sa pamati naay kagakos or mugakos. Haaays. PS: sure jud ning naay mga tulos manga usik rong gabihuna. 😂😂😂 #alteriligan #altercdo #altercebu #alterpagadian #alterbutuan #alterozamiz #altermanila","Cold Weather / Temperature Drops"
"paradize","kalami sa uwan bugnaw najud kaayo ang palibot abi kog modaot nakus kalimoot","Cold Weather / Temperature Drops"
"paradize","kalami sa uwan bugnaw najud kaayo ang palibot abi kog modaot nakus kalimoot","Flooding and Extreme Precipitation"
"","RT @prettyoten1: nindut kaayo ang panahon kay bugnaw hangin, kacuddle nlng kuwang. permi nlng amo iro ako kacuddle ani hahaha #AlterCebu","Cold Weather / Temperature Drops"
